Unnamed: 0,macro_subject,domain_group,category_tag,open_status,paper_title,paper_id
236,Algebra,Algebra and Representation Theory,linear recurrences and progressions,solved,Exploring Progressions: A Collection of Problems,0904.3855
237,Combinatorics,Discrete Mathematics and Combinatorics,Dominating closed trails in cubic graphs,open,How many conjectures can you stand? – a survey,074
238,Algebra,Algebra and Representation Theory,arithmetic progressions,solved,Exploring Progressions: A Collection of Problems,0904.3855
239,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonicity of line graphs,open,How many conjectures can you stand? – a survey,074
240,Analysis,"Analysis, PDEs, and Dynamics",geometric progressions,solved,Exploring Progressions: A Collection of Problems,0904.3855
241,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonian graph theory / claw-free graphs,open,How many conjectures can you stand? – a survey,074
242,Geometry,Geometry and Topology,Meromorphic extension on Kähler surfaces,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
243,Algebra,Algebra and Representation Theory,geometric progressions,solved,Exploring Progressions: A Collection of Problems,0904.3855
244,Theoretical Computer Science,Theoretical Computer Science,Hamiltonicity complexity on line graphs,unknown,How many conjectures can you stand? – a survey,074
245,Analysis,"Analysis, PDEs, and Dynamics",Several complex variables: envelopes of holomorphy,open,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
246,Algebra,Algebra and Representation Theory,Lattice-ordered groups,open,,0906.2621
247,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonicity of line graphs,open,How many conjectures can you stand? – a survey,074
248,Analysis,"Analysis, PDEs, and Dynamics",Hartogs-type extension of meromorphic mappings,open,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
249,Algebra,Algebra and Representation Theory,Ordered and lattice-ordered groups,unknown,,0906.2621
250,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonian claw-free graphs,open,How many conjectures can you stand? – a survey,074
251,Analysis,"Analysis, PDEs, and Dynamics",Hartogs-type extension of meromorphic mappings,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
252,Algebra,Algebra and Representation Theory,Lattice-ordered groups,unknown,,0906.2621
253,Combinatorics,Discrete Mathematics and Combinatorics,Eulerian subgraphs in graphs,unknown,How many conjectures can you stand? – a survey,074
254,Geometry,Geometry and Topology,Complex affine manifolds and pseudoconcave domains,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
255,Algebra,Algebra and Representation Theory,"lattice-ordered groups (ℓ-groups), algorithmic problems",unknown,,0906.2621
256,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonian properties of claw-free graphs,open,How many conjectures can you stand? – a survey,074
257,Geometry,Geometry and Topology,Meromorphic mapping extension,open,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
258,Algebra,Algebra and Representation Theory,Lattice-ordered groups,open,,0906.2621
259,Combinatorics,Discrete Mathematics and Combinatorics,Hamiltonicity of claw-free graphs,partially_solved,How many conjectures can you stand? – a survey,074
260,Analysis,"Analysis, PDEs, and Dynamics",Meromorphic extension of holomorphic mappings,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
261,Logic and Foundations,Logic and Foundations,model theory of lattice-ordered groups,partially_solved,,0906.2621
262,Analysis,"Analysis, PDEs, and Dynamics",Meromorphic mappings and extension,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
263,Algebra,Algebra and Representation Theory,orderable groups,open,,0906.2621
264,Geometry,Geometry and Topology,Several complex variables / complex projective geometry,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
265,Algebra,Algebra and Representation Theory,orderable groups,open,,0906.2621
266,Geometry,Geometry and Topology,CR submanifolds in complex projective space,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
267,Algebra,Algebra and Representation Theory,Group rings and division rings,open,,0906.2621
268,Geometry,Geometry and Topology,Complex geometry / disk-convexity,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
269,Algebra,Algebra and Representation Theory,orderable groups,solved,,0906.2621
270,Geometry,Geometry and Topology,Disk-convexity in complex spaces,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
271,Algebra,Algebra and Representation Theory,Right-orderable groups,open,,0906.2621
272,Geometry,Geometry and Topology,Holomorphic mappings of nonschlicht domains,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
273,Algebra,Algebra and Representation Theory,orderable groups,unknown,,0906.2621
274,Geometry,Geometry and Topology,Meromorphic mappings and graph volumes,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
275,Algebra,Algebra and Representation Theory,Engel groups and right-orderable groups,partially_solved,,0906.2621
276,Geometry,Geometry and Topology,Meromorphic mapping extension,open,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
277,Algebra,Algebra and Representation Theory,orderable Engel groups,open,,0906.2621
278,Geometry,Geometry and Topology,Meromorphic mapping extension and graph volumes,open,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
279,Algebra,Algebra and Representation Theory,Orderable groups,open,,0906.2621
280,Geometry,Geometry and Topology,Meromorphic mappings and Hartogs extension,unknown,Extra extension properties of equidimensional holomorphic mappings: results and open questions,0810.4588
281,Algebra,Algebra and Representation Theory,orderable groups,open,,0906.2621
282,Number Theory,Number Theory,Collatz conjecture,open,A generalization of the Collatz problem and conjecture,0810.5169
283,Algebra,Algebra and Representation Theory,orderable groups,unknown,,0906.2621
284,Number Theory,Number Theory,Generalized Collatz iterations,open,A generalization of the Collatz problem and conjecture,0810.5169
285,Algebra,Algebra and Representation Theory,orderable groups,partially_solved,,0906.2621
286,Number Theory,Number Theory,Collatz-type iterations,open,A generalization of the Collatz problem and conjecture,0810.5169
287,Algebra,Algebra and Representation Theory,word problem in orderable groups,solved,,0906.2621
288,Number Theory,Number Theory,generalized Collatz dynamics,unknown,A generalization of the Collatz problem and conjecture,0810.5169
289,Algebra,Algebra and Representation Theory,ordered groups,unknown,,0906.2621
290,Algebra,Algebra and Representation Theory,ordered groups,open,,0906.2621
291,Algebra,Algebra and Representation Theory,varieties of lattice-ordered groups,solved,,0906.2621
292,Algebra,Algebra and Representation Theory,orderable groups,solved,,0906.2621
293,Algebra,Algebra and Representation Theory,orderable groups,solved,,0906.2621
294,Algebraic Geometry,Geometry and Topology,Maximal curves over finite fields,solved,,0906.2948
295,Algebraic Geometry,Geometry and Topology,Maximal curves over finite fields,solved,,0906.2948
296,Algebraic Geometry,Geometry and Topology,Maximal curves over finite fields,solved,,0906.2948
297,Other,Other / Cross-disciplinary,early-type galaxy formation,open,The formation and evolution of early-type galaxies : solid results and open questions,0901.1457
298,Algebraic Geometry / Number Theory,Number Theory,maximal function fields over finite fields,unknown,,0906.2948
299,Other,Other / Cross-disciplinary,galaxy formation and quenching,open,The formation and evolution of early-type galaxies : solid results and open questions,0901.1457
300,Logic and Foundations,Logic and Foundations,decision problems for knot groups,open,,0908.4009
301,Other,Other / Cross-disciplinary,Galaxy size evolution (extragalactic astrophysics),partially_solved,The formation and evolution of early-type galaxies : solid results and open questions,0901.1457
302,Logic and Foundations,Logic and Foundations,algorithmic problems for knot groups,open,,0908.4009
303,Other,Other / Cross-disciplinary,High-redshift quiescent galaxies,partially_solved,The formation and evolution of early-type galaxies : solid results and open questions,0901.1457
304,Topology,Geometry and Topology,higher-dimensional knot groups and decision problems,open,,0908.4009
305,Other,Other / Cross-disciplinary,Astrophysics: galaxy formation and evolution,partially_solved,The formation and evolution of early-type galaxies : solid results and open questions,0901.1457
306,Topology,Geometry and Topology,2-knot groups,open,,0908.4009
307,Applied Mathematics,Applied and Computational Mathematics,extragalactic galaxy statistics,partially_solved,The formation and evolution of early-type galaxies : solid results and open questions,0901.1457
308,Logic and Foundations,Logic and Foundations,decidability of group homology,unknown,,0908.4009
309,Combinatorics,Discrete Mathematics and Combinatorics,monochromatic symmetric subsets in groups,unknown,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
310,Topology,Geometry and Topology,Knotted surfaces in S^4,open,,0908.4009
311,Combinatorics,Discrete Mathematics and Combinatorics,Ramsey theory on groups,partially_solved,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
312,Probability,"Probability, Statistics, and ML",queueing theory / stability of stochastic networks,unknown,,0909.0462
313,Combinatorics,Discrete Mathematics and Combinatorics,central sets in groups,unknown,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
314,Probability,"Probability, Statistics, and ML",Multiserver queues / waiting-time moments,unknown,,0909.0462
315,Combinatorics,Discrete Mathematics and Combinatorics,Ramsey theory of colorings of groups,unknown,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
316,Probability,"Probability, Statistics, and ML",heavy-tailed multi-server queues,partially_solved,,0909.0462
317,Combinatorics,Discrete Mathematics and Combinatorics,Ramsey-type colorings of groups,unknown,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
318,Probability,"Probability, Statistics, and ML",Multi-server queue tail asymptotics,partially_solved,,0909.0462
319,Combinatorics,Discrete Mathematics and Combinatorics,Ramsey theory on groups,unknown,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
320,Probability,"Probability, Statistics, and ML",heavy-tailed multi-server queues,partially_solved,,0909.0462
321,Combinatorics,Discrete Mathematics and Combinatorics,Ramsey theory on topological groups,open,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
322,Probability,"Probability, Statistics, and ML",Stationary regimes of queueing systems,open,,0909.0462
323,Combinatorics,Discrete Mathematics and Combinatorics,Symmetric subsets in measurable colorings,unknown,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
324,Probability,"Probability, Statistics, and ML",Stationary regimes of queueing systems,open,,0909.0462
325,Combinatorics,Discrete Mathematics and Combinatorics,Ramsey theory of measurable colorings,open,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
326,Probability,"Probability, Statistics, and ML",Queueing theory / Join-the-shortest-queue,open,,0909.0462
327,Combinatorics,Discrete Mathematics and Combinatorics,Symmetric monochromatic subsets in colorings,unknown,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
328,Probability,"Probability, Statistics, and ML",Stability of greedy server queueing systems,solved,,0909.0462
329,Combinatorics,Discrete Mathematics and Combinatorics,Ramsey-type symmetric colorings,open,SYMMETRY AND COLORINGS: SOME RESULTS AND OPEN PROBLEMS,0901.3356
